danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,unique_track
0.274,0.387,5,-10.206,1,0.0304,0.499,0.000345,0.108,0.15,96.018,audio_features,74kd56Y1oNbQVEQnMdO9LH,spotify:track:74kd56Y1oNbQVEQnMdO9LH,https://api.spotify.com/v1/tracks/74kd56Y1oNbQVEQnMdO9LH,https://api.spotify.com/v1/audio-analysis/74kd56Y1oNbQVEQnMdO9LH,274440,4,Pearl Jam - Nothingman
0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,audio_features,1qIgyDoc2rwtq8w49jeWL8,spotify:track:1qIgyDoc2rwtq8w49jeWL8,https://api.spotify.com/v1/tracks/1qIgyDoc2rwtq8w49jeWL8,https://api.spotify.com/v1/audio-analysis/1qIgyDoc2rwtq8w49jeWL8,303293,4,Green Day - Oh Love
0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,audio_features,0LAcM6I7ijW4VVW0aytl1t,spotify:track:0LAcM6I7ijW4VVW0aytl1t,https://api.spotify.com/v1/tracks/0LAcM6I7ijW4VVW0aytl1t,https://api.spotify.com/v1/audio-analysis/0LAcM6I7ijW4VVW0aytl1t,446146,3,Metallica - One
0.416,0.741,7,-4.001,1,0.0335,0.00804,0.0,0.273,0.286,160.515,audio_features,5PZ2cqh9Yem2g6cTSOLllz,spotify:track:5PZ2cqh9Yem2g6cTSOLllz,https://api.spotify.com/v1/tracks/5PZ2cqh9Yem2g6cTSOLllz,https://api.spotify.com/v1/audio-analysis/5PZ2cqh9Yem2g6cTSOLllz,202973,4,Three Days Grace - Pain
0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,audio_features,1OEoNpiyqBghuEUaT6Je6U,spotify:track:1OEoNpiyqBghuEUaT6Je6U,https://api.spotify.com/v1/tracks/1OEoNpiyqBghuEUaT6Je6U,https://api.spotify.com/v1/audio-analysis/1OEoNpiyqBghuEUaT6Je6U,354880,4,Guns N' Roses - Patience
0.462,0.996,11,-2.973,0,0.231,5.8e-05,0.00377,0.139,0.145,122.072,audio_features,0Y2i84QWPFiFHQfEQDgHya,spotify:track:0Y2i84QWPFiFHQfEQDgHya,https://api.spotify.com/v1/tracks/0Y2i84QWPFiFHQfEQDgHya,https://api.spotify.com/v1/audio-analysis/0Y2i84QWPFiFHQfEQDgHya,215600,4,Slipknot - People = Shit
0.587,0.456,9,-7.011,1,0.0262,0.516,0.0,0.104,0.144,134.11,audio_features,1HDaENkQhUMm16pjdxZvHn,spotify:track:1HDaENkQhUMm16pjdxZvHn,https://api.spotify.com/v1/tracks/1HDaENkQhUMm16pjdxZvHn,https://api.spotify.com/v1/audio-analysis/1HDaENkQhUMm16pjdxZvHn,355640,4,Bryan Adams - Please Forgive Me
0.387,0.94,5,-4.16,0,0.0528,0.00369,0.0,0.0759,0.444,134.876,audio_features,5sG3G54H21hNfd5etlheoe,spotify:track:5sG3G54H21hNfd5etlheoe,https://api.spotify.com/v1/tracks/5sG3G54H21hNfd5etlheoe,https://api.spotify.com/v1/audio-analysis/5sG3G54H21hNfd5etlheoe,238573,4,Rise Against - Satellite
0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,audio_features,1UREw2MCfU0xwBzCAjxlUD,spotify:track:1UREw2MCfU0xwBzCAjxlUD,https://api.spotify.com/v1/tracks/1UREw2MCfU0xwBzCAjxlUD,https://api.spotify.com/v1/audio-analysis/1UREw2MCfU0xwBzCAjxlUD,208186,4,Papa Roach - Scars
0.359,0.994,2,-4.232,1,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,audio_features,45YjbmNrNU5JIUqDeVpVkR,spotify:track:45YjbmNrNU5JIUqDeVpVkR,https://api.spotify.com/v1/tracks/45YjbmNrNU5JIUqDeVpVkR,https://api.spotify.com/v1/audio-analysis/45YjbmNrNU5JIUqDeVpVkR,266440,4,Bullet For My Valentine - Scream Aim Fire
0.393,0.802,5,-4.499,1,0.0367,0.0168,0.0,0.193,0.338,140.101,audio_features,7HKRWMTErKh56EIBeFcmdf,spotify:track:7HKRWMTErKh56EIBeFcmdf,https://api.spotify.com/v1/tracks/7HKRWMTErKh56EIBeFcmdf,https://api.spotify.com/v1/audio-analysis/7HKRWMTErKh56EIBeFcmdf,334067,4,Avenged Sevenfold - Seize The Day
0.49,0.774,0,-5.436,0,0.0604,0.00305,8.16e-05,0.12,0.297,153.048,audio_features,4BJyt25nburVwbnESDeIc7,spotify:track:4BJyt25nburVwbnESDeIc7,https://api.spotify.com/v1/tracks/4BJyt25nburVwbnESDeIc7,https://api.spotify.com/v1/audio-analysis/4BJyt25nburVwbnESDeIc7,273440,4,Breaking Benjamin - So Cold
0.278,0.985,11,-1.934,1,0.129,0.000234,0.000235,0.104,0.342,104.803,audio_features,1ckta9xwbEcxLaGClreVRf,spotify:track:1ckta9xwbEcxLaGClreVRf,https://api.spotify.com/v1/tracks/1ckta9xwbEcxLaGClreVRf,https://api.spotify.com/v1/audio-analysis/1ckta9xwbEcxLaGClreVRf,277800,4,Slipknot - Sulfur
0.334,0.986,4,-1.046,0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,audio_features,2gqzkEF88vMclfRZEIOnQO,spotify:track:2gqzkEF88vMclfRZEIOnQO,https://api.spotify.com/v1/tracks/2gqzkEF88vMclfRZEIOnQO,https://api.spotify.com/v1/audio-analysis/2gqzkEF88vMclfRZEIOnQO,476267,4,Metallica - The Day That Never Comes
0.202,0.886,11,-3.805,0,0.0816,0.0286,0.0,0.643,0.192,145.781,audio_features,1yKAqZoi8xWGLCf5vajroL,spotify:track:1yKAqZoi8xWGLCf5vajroL,https://api.spotify.com/v1/tracks/1yKAqZoi8xWGLCf5vajroL,https://api.spotify.com/v1/audio-analysis/1yKAqZoi8xWGLCf5vajroL,194253,4,My Chemical Romance - The Ghost Of You
0.436,0.375,6,-13.856,1,0.0284,0.165,0.0,0.294,0.49,107.386,audio_features,3CepTOU9Y7FezTt0CF3lCw,spotify:track:3CepTOU9Y7FezTt0CF3lCw,https://api.spotify.com/v1/tracks/3CepTOU9Y7FezTt0CF3lCw,https://api.spotify.com/v1/audio-analysis/3CepTOU9Y7FezTt0CF3lCw,184880,4,Simon & Garfunkel - The Sounds of Silence
0.402,0.73,6,-9.327,1,0.0455,0.000312,0.323,0.103,0.296,104.527,audio_features,0Yfpc5zHc9pElVCQ1bPlF4,spotify:track:0Yfpc5zHc9pElVCQ1bPlF4,https://api.spotify.com/v1/tracks/0Yfpc5zHc9pElVCQ1bPlF4,https://api.spotify.com/v1/audio-analysis/0Yfpc5zHc9pElVCQ1bPlF4,393706,4,Pantera - This Love
0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,audio_features,0O7lENhqOySbsL743G7PqD,spotify:track:0O7lENhqOySbsL743G7PqD,https://api.spotify.com/v1/tracks/0O7lENhqOySbsL743G7PqD,https://api.spotify.com/v1/audio-analysis/0O7lENhqOySbsL743G7PqD,224320,3,Slipknot - Vermilion Pt. 2
0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,audio_features,0dlTGl67UFWcKupzkxZYOn,spotify:track:0dlTGl67UFWcKupzkxZYOn,https://api.spotify.com/v1/tracks/0dlTGl67UFWcKupzkxZYOn,https://api.spotify.com/v1/audio-analysis/0dlTGl67UFWcKupzkxZYOn,343640,4,Guns N' Roses - You Could Be Mine
0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,211067,4,Britney Spears - ...Baby One More Time
0.646,0.665,6,-7.878,1,0.0268,0.326,1.97e-05,0.238,0.7,143.966,audio_features,36AWdhZIGLUTkWpJDhe7va,spotify:track:36AWdhZIGLUTkWpJDhe7va,https://api.spotify.com/v1/tracks/36AWdhZIGLUTkWpJDhe7va,https://api.spotify.com/v1/audio-analysis/36AWdhZIGLUTkWpJDhe7va,241027,4,Spice Girls - 2 Become 1
0.705,0.911,2,-4.873,1,0.0717,0.00592,0.00154,0.0603,0.803,113.032,audio_features,1dDNz8h95Gsu0W4QdxVVln,spotify:track:1dDNz8h95Gsu0W4QdxVVln,https://api.spotify.com/v1/tracks/1dDNz8h95Gsu0W4QdxVVln,https://api.spotify.com/v1/audio-analysis/1dDNz8h95Gsu0W4QdxVVln,245080,4,Madonna - 4 Minutes (feat. Justin Timberlake and Timbaland)
0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,audio_features,5X8kkUaUlAyAUr9TYqDFTH,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,https://api.spotify.com/v1/tracks/5X8kkUaUlAyAUr9TYqDFTH,https://api.spotify.com/v1/audio-analysis/5X8kkUaUlAyAUr9TYqDFTH,329933,3,Janet Jackson - All For You
0.777,0.71,0,-4.717,1,0.0919,0.0295,0.0,0.192,0.673,129.945,audio_features,0IH4zvPl1szWeMwzPR0QhD,spotify:track:0IH4zvPl1szWeMwzPR0QhD,https://api.spotify.com/v1/tracks/0IH4zvPl1szWeMwzPR0QhD,https://api.spotify.com/v1/audio-analysis/0IH4zvPl1szWeMwzPR0QhD,284840,4,Britney Spears - Big Fat Bass
0.614,0.696,4,-6.628,0,0.036,0.00472,6.79e-05,0.113,0.329,135.989,audio_features,3V45D1XTTyVZFN3liYuik6,spotify:track:3V45D1XTTyVZFN3liYuik6,https://api.spotify.com/v1/tracks/3V45D1XTTyVZFN3liYuik6,https://api.spotify.com/v1/audio-analysis/3V45D1XTTyVZFN3liYuik6,274427,4,Sam Sparro - Black & Gold
0.52,0.86,9,-5.639,1,0.0817,0.118,0.072,0.072,0.878,114.999,audio_features,2PdFSWL1Zpg0lRnujLnNJJ,spotify:track:2PdFSWL1Zpg0lRnujLnNJJ,https://api.spotify.com/v1/tracks/2PdFSWL1Zpg0lRnujLnNJJ,https://api.spotify.com/v1/audio-analysis/2PdFSWL1Zpg0lRnujLnNJJ,256280,4,Michael Jackson - Black or White - Remastered Version
0.558,0.837,3,-4.405,1,0.0633,0.418,0.0,0.0821,0.488,117.963,audio_features,2lFTzUnuGaWlWHJQokjRyb,spotify:track:2lFTzUnuGaWlWHJQokjRyb,https://api.spotify.com/v1/tracks/2lFTzUnuGaWlWHJQokjRyb,https://api.spotify.com/v1/audio-analysis/2lFTzUnuGaWlWHJQokjRyb,209440,4,Lana Del Rey - Blue Jeans
0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857,audio_features,3BxWKCI06eQ5Od8TY2JBeA,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,https://api.spotify.com/v1/tracks/3BxWKCI06eQ5Od8TY2JBeA,https://api.spotify.com/v1/audio-analysis/3BxWKCI06eQ5Od8TY2JBeA,225560,4,The Pussycat Dolls - Buttons
0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,audio_features,7o1Pm9jpH0wFpN5g793Lnq,spotify:track:7o1Pm9jpH0wFpN5g793Lnq,https://api.spotify.com/v1/tracks/7o1Pm9jpH0wFpN5g793Lnq,https://api.spotify.com/v1/audio-analysis/7o1Pm9jpH0wFpN5g793Lnq,206867,4,Shakira - Can't Remember to Forget You
0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,audio_features,6T689Jvh5KrSXyaPtUWZtQ,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,https://api.spotify.com/v1/tracks/6T689Jvh5KrSXyaPtUWZtQ,https://api.spotify.com/v1/audio-analysis/6T689Jvh5KrSXyaPtUWZtQ,225080,4,Britney Spears - Criminal
0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,audio_features,423EcxblW9F4nnQkqcqMlK,spotify:track:423EcxblW9F4nnQkqcqMlK,https://api.spotify.com/v1/tracks/423EcxblW9F4nnQkqcqMlK,https://api.spotify.com/v1/audio-analysis/423EcxblW9F4nnQkqcqMlK,240280,4,Beyoncé - Deja Vu
0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,audio_features,1gZ7i4qxXkHZb1r6eioaAP,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/tracks/1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/audio-analysis/1gZ7i4qxXkHZb1r6eioaAP,272080,4,The Pussycat Dolls - Don't Cha
0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,audio_features,7DOtIhTTpPZyjvbO509hSC,spotify:track:7DOtIhTTpPZyjvbO509hSC,https://api.spotify.com/v1/tracks/7DOtIhTTpPZyjvbO509hSC,https://api.spotify.com/v1/audio-analysis/7DOtIhTTpPZyjvbO509hSC,280973,4,Madonna - Don't Tell Me
0.716,0.811,6,-7.503,0,0.212,0.0328,0.000517,0.0649,0.786,118.005,audio_features,3FPUFltTjg6ClUL2wr9ux6,spotify:track:3FPUFltTjg6ClUL2wr9ux6,https://api.spotify.com/v1/tracks/3FPUFltTjg6ClUL2wr9ux6,https://api.spotify.com/v1/audio-analysis/3FPUFltTjg6ClUL2wr9ux6,223987,4,Beyoncé - End Of Time
0.639,0.676,11,-11.168,0,0.061,0.000576,0.434,0.26,0.231,101.956,audio_features,4eMLyB1mc7onYLdoG8YSXG,spotify:track:4eMLyB1mc7onYLdoG8YSXG,https://api.spotify.com/v1/tracks/4eMLyB1mc7onYLdoG8YSXG,https://api.spotify.com/v1/audio-analysis/4eMLyB1mc7onYLdoG8YSXG,318573,4,Madonna - Erotica
0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,audio_features,7nXq1vaZiz7PdbfojpPjW5,spotify:track:7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/tracks/7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/audio-analysis/7nXq1vaZiz7PdbfojpPjW5,245960,4,Christina Aguilera - Fighter
0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,audio_features,6lknMmJZALXxx7emwwZWLX,spotify:track:6lknMmJZALXxx7emwwZWLX,https://api.spotify.com/v1/tracks/6lknMmJZALXxx7emwwZWLX,https://api.spotify.com/v1/audio-analysis/6lknMmJZALXxx7emwwZWLX,120157,4,Madonna - Frozen
0.696,0.598,8,-5.883,0,0.0712,0.0331,6.61e-06,0.319,0.6,131.957,audio_features,6SONqPbbSCVP5rgi0CdRxu,spotify:track:6SONqPbbSCVP5rgi0CdRxu,https://api.spotify.com/v1/tracks/6SONqPbbSCVP5rgi0CdRxu,https://api.spotify.com/v1/audio-analysis/6SONqPbbSCVP5rgi0CdRxu,223067,4,Madonna - Girl Gone Wild
0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,audio_features,6G7d2cbkZSaAOE0H6K1ohb,spotify:track:6G7d2cbkZSaAOE0H6K1ohb,https://api.spotify.com/v1/tracks/6G7d2cbkZSaAOE0H6K1ohb,https://api.spotify.com/v1/audio-analysis/6G7d2cbkZSaAOE0H6K1ohb,287907,4,Madonna - Give It 2 Me
0.68,0.885,11,-4.36,1,0.0382,0.00557,0.000704,0.377,0.879,144.998,audio_features,2woCC5hiuPTDAonxhEojP0,spotify:track:2woCC5hiuPTDAonxhEojP0,https://api.spotify.com/v1/tracks/2woCC5hiuPTDAonxhEojP0,https://api.spotify.com/v1/audio-analysis/2woCC5hiuPTDAonxhEojP0,202760,4,Madonna - Give Me All Your Luvin'
0.787,0.899,9,-2.014,0,0.034,0.104,0.00181,0.126,0.48,125.009,audio_features,7sARA8PnjFrlTJftDoPZ7f,spotify:track:7sARA8PnjFrlTJftDoPZ7f,https://api.spotify.com/v1/tracks/7sARA8PnjFrlTJftDoPZ7f,https://api.spotify.com/v1/audio-analysis/7sARA8PnjFrlTJftDoPZ7f,202813,4,The Ting Tings - Great DJ
0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,audio_features,60nZcImufyMA1MKQY3dcCH,spotify:track:60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/tracks/60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/audio-analysis/60nZcImufyMA1MKQY3dcCH,232720,4,"Pharrell Williams - Happy - From Despicable Me 2"""""
0.648,0.722,0,-4.813,0,0.0427,0.0103,0.0,0.24,0.389,132.973,audio_features,7Dyq1bhhjknLKEGg4k5NLr,spotify:track:7Dyq1bhhjknLKEGg4k5NLr,https://api.spotify.com/v1/tracks/7Dyq1bhhjknLKEGg4k5NLr,https://api.spotify.com/v1/audio-analysis/7Dyq1bhhjknLKEGg4k5NLr,228827,4,Britney Spears - Hold It Against Me
0.647,0.588,11,-7.519,0,0.0401,0.0554,0.000225,0.277,0.604,125.992,audio_features,4ixxz1GXB57Q6K2nbR4AwL,spotify:track:4ixxz1GXB57Q6K2nbR4AwL,https://api.spotify.com/v1/tracks/4ixxz1GXB57Q6K2nbR4AwL,https://api.spotify.com/v1/audio-analysis/4ixxz1GXB57Q6K2nbR4AwL,264400,4,Madonna - Hollywood
0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,audio_features,3850dYVgOFIXJh5U4BFEWH,spotify:track:3850dYVgOFIXJh5U4BFEWH,https://api.spotify.com/v1/tracks/3850dYVgOFIXJh5U4BFEWH,https://api.spotify.com/v1/audio-analysis/3850dYVgOFIXJh5U4BFEWH,337733,4,Madonna - Hung Up
0.756,0.612,5,-4.371,1,0.0317,0.0659,0.0,0.274,0.452,111.572,audio_features,3tSuRiNgJmMqmYR23dCqnR,spotify:track:3tSuRiNgJmMqmYR23dCqnR,https://api.spotify.com/v1/tracks/3tSuRiNgJmMqmYR23dCqnR,https://api.spotify.com/v1/audio-analysis/3tSuRiNgJmMqmYR23dCqnR,218400,4,The Pussycat Dolls - I Hate This Part
0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,audio_features,6HZ9VeI5IRFCNQLXhpF4bq,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,https://api.spotify.com/v1/tracks/6HZ9VeI5IRFCNQLXhpF4bq,https://api.spotify.com/v1/audio-analysis/6HZ9VeI5IRFCNQLXhpF4bq,157153,4,Icona Pop - I Love It - feat. Charli XCX
0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,audio_features,5cCAZS9VhLGEDV4NCfieeg,spotify:track:5cCAZS9VhLGEDV4NCfieeg,https://api.spotify.com/v1/tracks/5cCAZS9VhLGEDV4NCfieeg,https://api.spotify.com/v1/audio-analysis/5cCAZS9VhLGEDV4NCfieeg,210267,4,Britney Spears - I Wanna Go
0.745,0.867,1,-2.446,1,0.0374,0.017,0.0,0.281,0.936,106.006,audio_features,4xSjIgsYgd36OAK4QZ55Pr,spotify:track:4xSjIgsYgd36OAK4QZ55Pr,https://api.spotify.com/v1/tracks/4xSjIgsYgd36OAK4QZ55Pr,https://api.spotify.com/v1/audio-analysis/4xSjIgsYgd36OAK4QZ55Pr,201000,4,Maroon 5 - If I Never See Your Face Again
0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,audio_features,2hdy9Wt9qp7M7d0U3ossu2,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,https://api.spotify.com/v1/tracks/2hdy9Wt9qp7M7d0U3ossu2,https://api.spotify.com/v1/audio-analysis/2hdy9Wt9qp7M7d0U3ossu2,216520,4,Britney Spears - If U Seek Amy
0.673,0.607,5,-7.672,1,0.027,0.0142,4.15e-06,0.333,0.898,100.023,audio_features,48T3AtfhOgz3euMEO2Z4hS,spotify:track:48T3AtfhOgz3euMEO2Z4hS,https://api.spotify.com/v1/tracks/48T3AtfhOgz3euMEO2Z4hS,https://api.spotify.com/v1/audio-analysis/48T3AtfhOgz3euMEO2Z4hS,192333,4,Lily Allen - LDN
0.478,0.965,10,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,audio_features,0SLtqCrXBRrnkxSOMA3X4W,spotify:track:0SLtqCrXBRrnkxSOMA3X4W,https://api.spotify.com/v1/tracks/0SLtqCrXBRrnkxSOMA3X4W,https://api.spotify.com/v1/audio-analysis/0SLtqCrXBRrnkxSOMA3X4W,262000,4,Robbie Williams - Let Me Entertain You - 2004 - Remaster
0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046,audio_features,7mS8RbJji2UZAaguRGsOCH,spotify:track:7mS8RbJji2UZAaguRGsOCH,https://api.spotify.com/v1/tracks/7mS8RbJji2UZAaguRGsOCH,https://api.spotify.com/v1/audio-analysis/7mS8RbJji2UZAaguRGsOCH,223773,4,Britney Spears - Me Against the Music - LP Version / Video Mix
0.75,0.458,1,-9.092,1,0.0803,0.226,3.25e-05,0.137,0.536,83.61,audio_features,6XsT5UGfpaFeHQf5LRIy4W,spotify:track:6XsT5UGfpaFeHQf5LRIy4W,https://api.spotify.com/v1/tracks/6XsT5UGfpaFeHQf5LRIy4W,https://api.spotify.com/v1/audio-analysis/6XsT5UGfpaFeHQf5LRIy4W,301133,4,"Beyoncé - Me, Myself and I"
0.782,0.71,0,-4.394,1,0.0382,0.0447,0.0,0.095,0.762,115.995,audio_features,6mjsqBsNQSEPUDwxtB0LY3,spotify:track:6mjsqBsNQSEPUDwxtB0LY3,https://api.spotify.com/v1/tracks/6mjsqBsNQSEPUDwxtB0LY3,https://api.spotify.com/v1/audio-analysis/6mjsqBsNQSEPUDwxtB0LY3,288920,4,Madonna - Miles Away
0.751,0.937,10,-4.436,0,0.108,0.0122,0.0,0.0639,0.662,111.029,audio_features,2TxLSV0AqZTYQQL9QCX0D4,spotify:track:2TxLSV0AqZTYQQL9QCX0D4,https://api.spotify.com/v1/tracks/2TxLSV0AqZTYQQL9QCX0D4,https://api.spotify.com/v1/audio-analysis/2TxLSV0AqZTYQQL9QCX0D4,213893,4,Britney Spears - My Prerogative
0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992,audio_features,5p0KCAuu5nrHpTuAIhHdLw,spotify:track:5p0KCAuu5nrHpTuAIhHdLw,https://api.spotify.com/v1/tracks/5p0KCAuu5nrHpTuAIhHdLw,https://api.spotify.com/v1/audio-analysis/5p0KCAuu5nrHpTuAIhHdLw,198600,4,Britney Spears - Overprotected - Radio Edit
0.721,0.88,9,-3.896,0,0.0454,0.191,0.0,0.0769,0.655,110.021,audio_features,1uigwk5hNV84zRd5YQQRTk,spotify:track:1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/tracks/1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/audio-analysis/1uigwk5hNV84zRd5YQQRTk,202907,4,Natasha Bedingfield - Pocketful of Sunshine
0.564,0.909,0,-6.471,1,0.0311,0.00034,0.11,0.0746,0.892,123.895,audio_features,6fVnRxwxVL7RavAGTVrNxW,spotify:track:6fVnRxwxVL7RavAGTVrNxW,https://api.spotify.com/v1/tracks/6fVnRxwxVL7RavAGTVrNxW,https://api.spotify.com/v1/audio-analysis/6fVnRxwxVL7RavAGTVrNxW,242533,4,Garbage - Push It
0.642,0.722,4,-4.845,0,0.167,0.293,0.0,0.337,0.513,127.959,audio_features,29Srmzqyig5Tg5EitFXsb8,spotify:track:29Srmzqyig5Tg5EitFXsb8,https://api.spotify.com/v1/tracks/29Srmzqyig5Tg5EitFXsb8,https://api.spotify.com/v1/audio-analysis/29Srmzqyig5Tg5EitFXsb8,229213,4,Britney Spears - Radar
0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172,audio_features,4Fpsa3pYc3gozrxHRRPvR6,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/tracks/4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/audio-analysis/4Fpsa3pYc3gozrxHRRPvR6,320693,4,Madonna - Ray Of Light
0.751,0.799,7,-3.906,1,0.27,0.155,0.0,0.427,0.59,95.013,audio_features,2X5MRkOPx9PlkodmllL036,spotify:track:2X5MRkOPx9PlkodmllL036,https://api.spotify.com/v1/tracks/2X5MRkOPx9PlkodmllL036,https://api.spotify.com/v1/audio-analysis/2X5MRkOPx9PlkodmllL036,262253,4,Nicole Scherzinger - Right There
0.712,0.762,7,-4.307,1,0.0326,0.026,0.0,0.0981,0.842,103.032,audio_features,7oQSevUCbYs4QawXTHQVV1,spotify:track:7oQSevUCbYs4QawXTHQVV1,https://api.spotify.com/v1/tracks/7oQSevUCbYs4QawXTHQVV1,https://api.spotify.com/v1/audio-analysis/7oQSevUCbYs4QawXTHQVV1,260560,4,Robbie Williams - Rock DJ
0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,audio_features,30cSNer6TV8x2utjULVeQ5,spotify:track:30cSNer6TV8x2utjULVeQ5,https://api.spotify.com/v1/tracks/30cSNer6TV8x2utjULVeQ5,https://api.spotify.com/v1/audio-analysis/30cSNer6TV8x2utjULVeQ5,238920,4,Rihanna - SOS
0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,audio_features,1yTQ39my3MoNROlFw3RDNy,spotify:track:1yTQ39my3MoNROlFw3RDNy,https://api.spotify.com/v1/tracks/1yTQ39my3MoNROlFw3RDNy,https://api.spotify.com/v1/audio-analysis/1yTQ39my3MoNROlFw3RDNy,235973,4,Spice Girls - Say You'll Be There - Single Mix
0.813,0.655,1,-7.884,1,0.0262,0.101,6.65e-05,0.146,0.46,99.982,audio_features,15FcP9qwmIKqaD5NhfhNpu,spotify:track:15FcP9qwmIKqaD5NhfhNpu,https://api.spotify.com/v1/tracks/15FcP9qwmIKqaD5NhfhNpu,https://api.spotify.com/v1/audio-analysis/15FcP9qwmIKqaD5NhfhNpu,304933,4,Madonna - Secret
0.852,0.927,7,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,audio_features,25ofHcUSTEhqHuqtEob1Og,spotify:track:25ofHcUSTEhqHuqtEob1Og,https://api.spotify.com/v1/tracks/25ofHcUSTEhqHuqtEob1Og,https://api.spotify.com/v1/audio-analysis/25ofHcUSTEhqHuqtEob1Og,171227,4,The Ting Tings - Shut Up and Let Me Go
0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,audio_features,2OsEJFTfzfjG4oC92cuP2c,spotify:track:2OsEJFTfzfjG4oC92cuP2c,https://api.spotify.com/v1/tracks/2OsEJFTfzfjG4oC92cuP2c,https://api.spotify.com/v1/audio-analysis/2OsEJFTfzfjG4oC92cuP2c,210293,4,Selena Gomez - Slow Down
0.443,0.944,0,-3.71,0,0.0377,8.79e-05,0.000542,0.369,0.573,131.828,audio_features,3osBuOGzBR4wCFd5oHm0Un,spotify:track:3osBuOGzBR4wCFd5oHm0Un,https://api.spotify.com/v1/tracks/3osBuOGzBR4wCFd5oHm0Un,https://api.spotify.com/v1/audio-analysis/3osBuOGzBR4wCFd5oHm0Un,223603,4,Garbage - Special
